"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"02","Anne Arundel County","001-006","03","32","Board of Education","001","Gloria D. Dent","NON","Y","39","62","72","4","18" 
"02","Anne Arundel County","001-006","03","32","Board of Education","001","Ciera M. Harlee","NON","","9","42","32","9","8" 
"02","Anne Arundel County","001-006","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","18","45","20","4","5" 
"02","Anne Arundel County","001-006","03","32","Board of Education","001","Hunter J. Voss","NON","","4","29","24","5","5" 
"02","Anne Arundel County","001-007","03","12B","Board of Education","001","Gloria D. Dent","NON","Y","2","22","18","3","3" 
"02","Anne Arundel County","001-007","03","12B","Board of Education","001","Ciera M. Harlee","NON","","4","37","18","5","9" 
"02","Anne Arundel County","001-007","03","12B","Board of Education","001","Sarah F. Lacey","NON","Y","5","38","20","2","1" 
"02","Anne Arundel County","001-007","03","12B","Board of Education","001","Hunter J. Voss","NON","","4","42","20","4","1" 
"02","Anne Arundel County","001-008","03","32","Board of Education","001","Gloria D. Dent","NON","Y","10","44","27","2","4" 
"02","Anne Arundel County","001-008","03","32","Board of Education","001","Ciera M. Harlee","NON","","6","23","12","7","3" 
"02","Anne Arundel County","001-008","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","7","40","31","5","5" 
"02","Anne Arundel County","001-008","03","32","Board of Education","001","Hunter J. Voss","NON","","15","71","21","2","2" 
"02","Anne Arundel County","001-009","03","32","Board of Education","001","Gloria D. Dent","NON","Y","4","40","17","3","4" 
"02","Anne Arundel County","001-009","03","32","Board of Education","001","Ciera M. Harlee","NON","","7","14","14","4","1" 
"02","Anne Arundel County","001-009","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","9","39","36","6","2" 
"02","Anne Arundel County","001-009","03","32","Board of Education","001","Hunter J. Voss","NON","","13","41","26","3","6" 
"02","Anne Arundel County","001-010","03","32","Board of Education","001","Gloria D. Dent","NON","Y","10","32","24","3","1" 
"02","Anne Arundel County","001-010","03","32","Board of Education","001","Ciera M. Harlee","NON","","4","22","7","2","10" 
"02","Anne Arundel County","001-010","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","9","42","30","5","2" 
"02","Anne Arundel County","001-010","03","32","Board of Education","001","Hunter J. Voss","NON","","9","58","18","1","1" 
"02","Anne Arundel County","001-011","03","32","Board of Education","001","Gloria D. Dent","NON","Y","5","21","12","3","3" 
"02","Anne Arundel County","001-011","03","32","Board of Education","001","Ciera M. Harlee","NON","","3","16","10","6","2" 
"02","Anne Arundel County","001-011","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","5","38","16","6","3" 
"02","Anne Arundel County","001-011","03","32","Board of Education","001","Hunter J. Voss","NON","","5","46","16","3","1" 
"02","Anne Arundel County","001-012","03","12B","Board of Education","001","Gloria D. Dent","NON","Y","10","38","36","5","6" 
"02","Anne Arundel County","001-012","03","12B","Board of Education","001","Ciera M. Harlee","NON","","5","33","22","2","11" 
"02","Anne Arundel County","001-012","03","12B","Board of Education","001","Sarah F. Lacey","NON","Y","15","33","23","4","3" 
"02","Anne Arundel County","001-012","03","12B","Board of Education","001","Hunter J. Voss","NON","","6","20","13","2","2" 
"02","Anne Arundel County","001-013","03","12B","Board of Education","001","Gloria D. Dent","NON","Y","6","23","4","0","1" 
"02","Anne Arundel County","001-013","03","12B","Board of Education","001","Ciera M. Harlee","NON","","0","13","2","3","0" 
"02","Anne Arundel County","001-013","03","12B","Board of Education","001","Sarah F. Lacey","NON","Y","0","14","7","0","1" 
"02","Anne Arundel County","001-013","03","12B","Board of Education","001","Hunter J. Voss","NON","","0","19","10","1","0" 
"02","Anne Arundel County","001-014","03","32","Board of Education","001","Gloria D. Dent","NON","Y","12","31","38","4","4" 
"02","Anne Arundel County","001-014","03","32","Board of Education","001","Ciera M. Harlee","NON","","5","22","18","5","3" 
"02","Anne Arundel County","001-014","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","18","41","31","3","1" 
"02","Anne Arundel County","001-014","03","32","Board of Education","001","Hunter J. Voss","NON","","8","42","27","4","2" 
"02","Anne Arundel County","001-015","03","12B","Board of Education","001","Gloria D. Dent","NON","Y","4","41","29","4","4" 
"02","Anne Arundel County","001-015","03","12B","Board of Education","001","Ciera M. Harlee","NON","","5","33","18","5","2" 
"02","Anne Arundel County","001-015","03","12B","Board of Education","001","Sarah F. Lacey","NON","Y","9","46","31","1","1" 
"02","Anne Arundel County","001-015","03","12B","Board of Education","001","Hunter J. Voss","NON","","11","60","16","3","1" 
"02","Anne Arundel County","001-016","03","12B","Board of Education","001","Gloria D. Dent","NON","Y","6","24","8","3","7" 
"02","Anne Arundel County","001-016","03","12B","Board of Education","001","Ciera M. Harlee","NON","","2","15","12","2","2" 
"02","Anne Arundel County","001-016","03","12B","Board of Education","001","Sarah F. Lacey","NON","Y","10","49","18","3","2" 
"02","Anne Arundel County","001-016","03","12B","Board of Education","001","Hunter J. Voss","NON","","5","32","11","2","4" 
"02","Anne Arundel County","001-017","03","12B","Board of Education","001","Gloria D. Dent","NON","Y","6","27","28","1","3" 
"02","Anne Arundel County","001-017","03","12B","Board of Education","001","Ciera M. Harlee","NON","","7","17","11","1","3" 
"02","Anne Arundel County","001-017","03","12B","Board of Education","001","Sarah F. Lacey","NON","Y","5","14","20","4","1" 
"02","Anne Arundel County","001-017","03","12B","Board of Education","001","Hunter J. Voss","NON","","7","16","8","2","0" 
"02","Anne Arundel County","001-018","03","12B","Board of Education","001","Gloria D. Dent","NON","Y","24","61","57","5","4" 
"02","Anne Arundel County","001-018","03","12B","Board of Education","001","Ciera M. Harlee","NON","","14","35","29","5","8" 
"02","Anne Arundel County","001-018","03","12B","Board of Education","001","Sarah F. Lacey","NON","Y","23","27","53","5","1" 
"02","Anne Arundel County","001-018","03","12B","Board of Education","001","Hunter J. Voss","NON","","12","21","26","4","3" 
"02","Anne Arundel County","001-019","03","32","Board of Education","001","Gloria D. Dent","NON","Y","46","72","79","11","19" 
"02","Anne Arundel County","001-019","03","32","Board of Education","001","Ciera M. Harlee","NON","","20","43","30","6","12" 
"02","Anne Arundel County","001-019","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","11","35","19","6","3" 
"02","Anne Arundel County","001-019","03","32","Board of Education","001","Hunter J. Voss","NON","","19","33","25","4","9" 
"02","Anne Arundel County","001-020","03","32","Board of Education","001","Gloria D. Dent","NON","Y","35","64","73","9","24" 
"02","Anne Arundel County","001-020","03","32","Board of Education","001","Ciera M. Harlee","NON","","17","42","37","6","11" 
"02","Anne Arundel County","001-020","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","23","47","21","4","7" 
"02","Anne Arundel County","001-020","03","32","Board of Education","001","Hunter J. Voss","NON","","10","19","16","6","4" 
"02","Anne Arundel County","001-021","03","32","Board of Education","001","Gloria D. Dent","NON","Y","71","135","154","20","44" 
"02","Anne Arundel County","001-021","03","32","Board of Education","001","Ciera M. Harlee","NON","","18","90","67","10","28" 
"02","Anne Arundel County","001-021","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","26","59","68","11","9" 
"02","Anne Arundel County","001-021","03","32","Board of Education","001","Hunter J. Voss","NON","","16","47","46","7","10" 
"02","Anne Arundel County","001-022","03","32","Board of Education","001","Gloria D. Dent","NON","Y","17","46","27","9","10" 
"02","Anne Arundel County","001-022","03","32","Board of Education","001","Ciera M. Harlee","NON","","6","16","29","6","6" 
"02","Anne Arundel County","001-022","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","6","23","9","2","8" 
"02","Anne Arundel County","001-022","03","32","Board of Education","001","Hunter J. Voss","NON","","2","6","7","1","2" 
"02","Anne Arundel County","001-023","05","32","Board of Education","001","Gloria D. Dent","NON","Y","7","24","13","2","7" 
"02","Anne Arundel County","001-023","05","32","Board of Education","001","Ciera M. Harlee","NON","","1","13","12","3","3" 
"02","Anne Arundel County","001-023","05","32","Board of Education","001","Sarah F. Lacey","NON","Y","3","5","13","1","1" 
"02","Anne Arundel County","001-023","05","32","Board of Education","001","Hunter J. Voss","NON","","2","8","5","1","1" 
"02","Anne Arundel County","001-024","03","32","Board of Education","001","Gloria D. Dent","NON","Y","18","37","41","6","14" 
"02","Anne Arundel County","001-024","03","32","Board of Education","001","Ciera M. Harlee","NON","","7","28","13","2","13" 
"02","Anne Arundel County","001-024","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","17","28","21","3","5" 
"02","Anne Arundel County","001-024","03","32","Board of Education","001","Hunter J. Voss","NON","","8","18","17","3","1" 
"02","Anne Arundel County","001-025","03","32","Board of Education","001","Gloria D. Dent","NON","Y","12","46","25","5","5" 
"02","Anne Arundel County","001-025","03","32","Board of Education","001","Ciera M. Harlee","NON","","5","25","18","2","4" 
"02","Anne Arundel County","001-025","03","32","Board of Education","001","Sarah F. Lacey","NON","Y","13","45","14","5","6" 
"02","Anne Arundel County","001-025","03","32","Board of Education","001","Hunter J. Voss","NON","","13","37","17","3","3" 
"02","Anne Arundel County","003-001","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","5","39","13","5","0" 
"02","Anne Arundel County","003-001","03","31","Board of Education","003","Julia Laws","NON","","13","31","11","1","4" 
"02","Anne Arundel County","003-001","03","31","Board of Education","003","Erica McFarland","NON","Y","32","47","30","6","8" 
"02","Anne Arundel County","003-001","03","31","Board of Education","003","Chuck Yocum","NON","Y","20","50","30","7","7" 
"02","Anne Arundel County","003-002","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","3","43","22","3","0" 
"02","Anne Arundel County","003-002","03","31","Board of Education","003","Julia Laws","NON","","20","50","20","1","0" 
"02","Anne Arundel County","003-002","03","31","Board of Education","003","Erica McFarland","NON","Y","8","56","63","8","14" 
"02","Anne Arundel County","003-002","03","31","Board of Education","003","Chuck Yocum","NON","Y","40","122","71","5","7" 
"02","Anne Arundel County","003-003","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","2","61","20","3","2" 
"02","Anne Arundel County","003-003","03","31","Board of Education","003","Julia Laws","NON","","17","40","23","2","1" 
"02","Anne Arundel County","003-003","03","31","Board of Education","003","Erica McFarland","NON","Y","27","69","48","8","15" 
"02","Anne Arundel County","003-003","03","31","Board of Education","003","Chuck Yocum","NON","Y","36","76","39","6","6" 
"02","Anne Arundel County","003-004","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","4","44","17","3","4" 
"02","Anne Arundel County","003-004","03","31","Board of Education","003","Julia Laws","NON","","14","61","23","9","3" 
"02","Anne Arundel County","003-004","03","31","Board of Education","003","Erica McFarland","NON","Y","14","86","42","8","9" 
"02","Anne Arundel County","003-004","03","31","Board of Education","003","Chuck Yocum","NON","Y","16","60","32","5","3" 
"02","Anne Arundel County","003-005","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","4","21","20","4","5" 
"02","Anne Arundel County","003-005","03","31","Board of Education","003","Julia Laws","NON","","17","49","42","5","3" 
"02","Anne Arundel County","003-005","03","31","Board of Education","003","Erica McFarland","NON","Y","33","69","79","9","29" 
"02","Anne Arundel County","003-005","03","31","Board of Education","003","Chuck Yocum","NON","Y","22","76","40","10","16" 
"02","Anne Arundel County","003-006","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","17","47","22","9","6" 
"02","Anne Arundel County","003-006","03","31","Board of Education","003","Julia Laws","NON","","28","66","53","8","10" 
"02","Anne Arundel County","003-006","03","31","Board of Education","003","Erica McFarland","NON","Y","53","219","119","22","43" 
"02","Anne Arundel County","003-006","03","31","Board of Education","003","Chuck Yocum","NON","Y","21","44","34","8","15" 
"02","Anne Arundel County","003-007","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","7","29","3","1","0" 
"02","Anne Arundel County","003-007","03","31","Board of Education","003","Julia Laws","NON","","10","37","18","5","1" 
"02","Anne Arundel County","003-007","03","31","Board of Education","003","Erica McFarland","NON","Y","16","49","28","8","10" 
"02","Anne Arundel County","003-007","03","31","Board of Education","003","Chuck Yocum","NON","Y","19","72","27","6","3" 
"02","Anne Arundel County","003-008","03","12B","Board of Education","003","Jamie Hurman-Cougnet","NON","","4","21","13","6","7" 
"02","Anne Arundel County","003-008","03","12B","Board of Education","003","Julia Laws","NON","","16","38","36","4","6" 
"02","Anne Arundel County","003-008","03","12B","Board of Education","003","Erica McFarland","NON","Y","29","106","65","9","15" 
"02","Anne Arundel County","003-008","03","12B","Board of Education","003","Chuck Yocum","NON","Y","19","34","32","8","5" 
"02","Anne Arundel County","003-009","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","3","8","2","1","0" 
"02","Anne Arundel County","003-009","03","31","Board of Education","003","Julia Laws","NON","","5","41","9","2","2" 
"02","Anne Arundel County","003-009","03","31","Board of Education","003","Erica McFarland","NON","Y","6","44","19","2","2" 
"02","Anne Arundel County","003-009","03","31","Board of Education","003","Chuck Yocum","NON","Y","16","40","12","6","0" 
"02","Anne Arundel County","003-010","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","3","33","12","3","0" 
"02","Anne Arundel County","003-010","03","31","Board of Education","003","Julia Laws","NON","","18","104","24","1","3" 
"02","Anne Arundel County","003-010","03","31","Board of Education","003","Erica McFarland","NON","Y","8","65","37","8","5" 
"02","Anne Arundel County","003-010","03","31","Board of Education","003","Chuck Yocum","NON","Y","20","70","42","5","4" 
"02","Anne Arundel County","003-011","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","5","19","19","2","2" 
"02","Anne Arundel County","003-011","03","31","Board of Education","003","Julia Laws","NON","","19","84","18","3","3" 
"02","Anne Arundel County","003-011","03","31","Board of Education","003","Erica McFarland","NON","Y","10","67","55","10","14" 
"02","Anne Arundel County","003-011","03","31","Board of Education","003","Chuck Yocum","NON","Y","12","106","37","4","6" 
"02","Anne Arundel County","003-012","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","6","17","14","0","0" 
"02","Anne Arundel County","003-012","03","31","Board of Education","003","Julia Laws","NON","","9","96","25","3","3" 
"02","Anne Arundel County","003-012","03","31","Board of Education","003","Erica McFarland","NON","Y","17","55","48","8","5" 
"02","Anne Arundel County","003-012","03","31","Board of Education","003","Chuck Yocum","NON","Y","20","102","34","5","6" 
"02","Anne Arundel County","003-013","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","7","17","9","1","4" 
"02","Anne Arundel County","003-013","03","31","Board of Education","003","Julia Laws","NON","","22","67","25","7","1" 
"02","Anne Arundel County","003-013","03","31","Board of Education","003","Erica McFarland","NON","Y","16","67","54","13","8" 
"02","Anne Arundel County","003-013","03","31","Board of Education","003","Chuck Yocum","NON","Y","26","65","34","6","6" 
"02","Anne Arundel County","003-014","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","3","44","21","3","6" 
"02","Anne Arundel County","003-014","03","31","Board of Education","003","Julia Laws","NON","","26","56","48","0","7" 
"02","Anne Arundel County","003-014","03","31","Board of Education","003","Erica McFarland","NON","Y","26","95","99","10","23" 
"02","Anne Arundel County","003-014","03","31","Board of Education","003","Chuck Yocum","NON","Y","26","75","35","7","13" 
"02","Anne Arundel County","003-015","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","1","27","8","2","1" 
"02","Anne Arundel County","003-015","03","31","Board of Education","003","Julia Laws","NON","","10","87","21","6","2" 
"02","Anne Arundel County","003-015","03","31","Board of Education","003","Erica McFarland","NON","Y","12","58","28","4","2" 
"02","Anne Arundel County","003-015","03","31","Board of Education","003","Chuck Yocum","NON","Y","8","43","39","5","2" 
"02","Anne Arundel County","003-016","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","10","24","13","5","7" 
"02","Anne Arundel County","003-016","03","31","Board of Education","003","Julia Laws","NON","","15","32","13","9","1" 
"02","Anne Arundel County","003-016","03","31","Board of Education","003","Erica McFarland","NON","Y","18","62","37","12","12" 
"02","Anne Arundel County","003-016","03","31","Board of Education","003","Chuck Yocum","NON","Y","14","52","34","9","4" 
"02","Anne Arundel County","003-017","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","3","15","6","1","0" 
"02","Anne Arundel County","003-017","03","31","Board of Education","003","Julia Laws","NON","","19","63","33","3","1" 
"02","Anne Arundel County","003-017","03","31","Board of Education","003","Erica McFarland","NON","Y","18","44","39","4","12" 
"02","Anne Arundel County","003-017","03","31","Board of Education","003","Chuck Yocum","NON","Y","21","79","20","5","2" 
"02","Anne Arundel County","003-018","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","2","24","20","2","4" 
"02","Anne Arundel County","003-018","03","31","Board of Education","003","Julia Laws","NON","","14","83","28","9","3" 
"02","Anne Arundel County","003-018","03","31","Board of Education","003","Erica McFarland","NON","Y","14","64","58","7","13" 
"02","Anne Arundel County","003-018","03","31","Board of Education","003","Chuck Yocum","NON","Y","15","54","37","6","10" 
"02","Anne Arundel County","003-019","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","8","21","12","2","0" 
"02","Anne Arundel County","003-019","03","31","Board of Education","003","Julia Laws","NON","","10","60","16","2","0" 
"02","Anne Arundel County","003-019","03","31","Board of Education","003","Erica McFarland","NON","Y","15","46","37","10","4" 
"02","Anne Arundel County","003-019","03","31","Board of Education","003","Chuck Yocum","NON","Y","12","77","29","7","6" 
"02","Anne Arundel County","003-020","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","12","32","14","2","0" 
"02","Anne Arundel County","003-020","03","31","Board of Education","003","Julia Laws","NON","","15","55","16","2","1" 
"02","Anne Arundel County","003-020","03","31","Board of Education","003","Erica McFarland","NON","Y","11","39","34","7","3" 
"02","Anne Arundel County","003-020","03","31","Board of Education","003","Chuck Yocum","NON","Y","26","65","19","2","5" 
"02","Anne Arundel County","003-021","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","5","19","10","2","0" 
"02","Anne Arundel County","003-021","03","31","Board of Education","003","Julia Laws","NON","","22","48","27","2","0" 
"02","Anne Arundel County","003-021","03","31","Board of Education","003","Erica McFarland","NON","Y","16","64","43","11","13" 
"02","Anne Arundel County","003-021","03","31","Board of Education","003","Chuck Yocum","NON","Y","20","61","19","7","1" 
"02","Anne Arundel County","003-022","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","3","15","6","3","1" 
"02","Anne Arundel County","003-022","03","31","Board of Education","003","Julia Laws","NON","","22","30","20","6","5" 
"02","Anne Arundel County","003-022","03","31","Board of Education","003","Erica McFarland","NON","Y","25","47","47","3","11" 
"02","Anne Arundel County","003-022","03","31","Board of Education","003","Chuck Yocum","NON","Y","15","47","34","0","2" 
"02","Anne Arundel County","003-023","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","5","12","4","5","3" 
"02","Anne Arundel County","003-023","03","31","Board of Education","003","Julia Laws","NON","","7","60","15","5","7" 
"02","Anne Arundel County","003-023","03","31","Board of Education","003","Erica McFarland","NON","Y","19","47","26","2","14" 
"02","Anne Arundel County","003-023","03","31","Board of Education","003","Chuck Yocum","NON","Y","35","68","21","6","5" 
"02","Anne Arundel County","003-024","03","31","Board of Education","003","Jamie Hurman-Cougnet","NON","","1","36","7","1","4" 
"02","Anne Arundel County","003-024","03","31","Board of Education","003","Julia Laws","NON","","9","39","19","3","2" 
"02","Anne Arundel County","003-024","03","31","Board of Education","003","Erica McFarland","NON","Y","11","58","55","8","6" 
"02","Anne Arundel County","003-024","03","31","Board of Education","003","Chuck Yocum","NON","Y","10","74","13","6","4" 
"02","Anne Arundel County","003-025","03","12B","Board of Education","003","Jamie Hurman-Cougnet","NON","","10","16","7","5","1" 
"02","Anne Arundel County","003-025","03","12B","Board of Education","003","Julia Laws","NON","","13","34","27","3","2" 
"02","Anne Arundel County","003-025","03","12B","Board of Education","003","Erica McFarland","NON","Y","17","70","47","10","3" 
"02","Anne Arundel County","003-025","03","12B","Board of Education","003","Chuck Yocum","NON","Y","9","25","16","3","2" 
"02","Anne Arundel County","004-001","05","32","Board of Education","004","Sarah J. McDermott","NON","Y","11","66","37","11","3" 
"02","Anne Arundel County","004-001","05","32","Board of Education","004","Stephanie Mutchler","NON","Y","7","22","23","0","3" 
"02","Anne Arundel County","004-001","05","32","Board of Education","004","Juan Carlos Villao","NON","","6","26","17","2","2" 
"02","Anne Arundel County","004-002","05","33A","Board of Education","004","Sarah J. McDermott","NON","Y","37","106","68","18","19" 
"02","Anne Arundel County","004-002","05","33A","Board of Education","004","Stephanie Mutchler","NON","Y","14","35","46","7","8" 
"02","Anne Arundel County","004-002","05","33A","Board of Education","004","Juan Carlos Villao","NON","","18","34","24","7","5" 
"02","Anne Arundel County","004-003","05","33A","Board of Education","004","Sarah J. McDermott","NON","Y","20","62","45","14","9" 
"02","Anne Arundel County","004-003","05","33A","Board of Education","004","Stephanie Mutchler","NON","Y","8","23","26","3","4" 
"02","Anne Arundel County","004-003","05","33A","Board of Education","004","Juan Carlos Villao","NON","","6","29","6","1","5" 
"02","Anne Arundel County","004-004","03","32","Board of Education","004","Sarah J. McDermott","NON","Y","52","109","71","20","25" 
"02","Anne Arundel County","004-004","03","32","Board of Education","004","Stephanie Mutchler","NON","Y","11","48","21","4","10" 
"02","Anne Arundel County","004-004","03","32","Board of Education","004","Juan Carlos Villao","NON","","13","40","17","4","7" 
"02","Anne Arundel County","004-005","05","33A","Board of Education","004","Sarah J. McDermott","NON","Y","23","67","64","9","10" 
"02","Anne Arundel County","004-005","05","33A","Board of Education","004","Stephanie Mutchler","NON","Y","6","46","24","3","6" 
"02","Anne Arundel County","004-005","05","33A","Board of Education","004","Juan Carlos Villao","NON","","4","18","15","1","2" 
"02","Anne Arundel County","004-006","05","32","Board of Education","004","Sarah J. McDermott","NON","Y","23","103","67","7","21" 
"02","Anne Arundel County","004-006","05","32","Board of Education","004","Stephanie Mutchler","NON","Y","14","51","20","4","11" 
"02","Anne Arundel County","004-006","05","32","Board of Education","004","Juan Carlos Villao","NON","","11","47","30","2","6" 
"02","Anne Arundel County","004-007","05","32","Board of Education","004","Sarah J. McDermott","NON","Y","23","87","65","13","19" 
"02","Anne Arundel County","004-007","05","32","Board of Education","004","Stephanie Mutchler","NON","Y","10","47","36","5","2" 
"02","Anne Arundel County","004-007","05","32","Board of Education","004","Juan Carlos Villao","NON","","16","27","34","4","3" 
"02","Anne Arundel County","004-008","05","33A","Board of Education","004","Sarah J. McDermott","NON","Y","26","95","138","12","15" 
"02","Anne Arundel County","004-008","05","33A","Board of Education","004","Stephanie Mutchler","NON","Y","17","55","49","3","10" 
"02","Anne Arundel County","004-008","05","33A","Board of Education","004","Juan Carlos Villao","NON","","4","32","18","0","5" 
"02","Anne Arundel County","004-009","05","32","Board of Education","004","Sarah J. McDermott","NON","Y","42","153","127","14","36" 
"02","Anne Arundel County","004-009","05","32","Board of Education","004","Stephanie Mutchler","NON","Y","17","74","64","7","15" 
"02","Anne Arundel County","004-009","05","32","Board of Education","004","Juan Carlos Villao","NON","","16","66","43","6","12" 
"02","Anne Arundel County","004-010","05","21","Board of Education","004","Sarah J. McDermott","NON","Y","65","368","319","23","48" 
"02","Anne Arundel County","004-010","05","21","Board of Education","004","Stephanie Mutchler","NON","Y","31","76","120","11","19" 
"02","Anne Arundel County","004-010","05","21","Board of Education","004","Juan Carlos Villao","NON","","23","68","55","5","11" 
"02","Anne Arundel County","004-011","05","33A","Board of Education","004","Sarah J. McDermott","NON","Y","23","67","57","8","14" 
"02","Anne Arundel County","004-011","05","33A","Board of Education","004","Stephanie Mutchler","NON","Y","13","36","21","4","4" 
"02","Anne Arundel County","004-011","05","33A","Board of Education","004","Juan Carlos Villao","NON","","7","28","15","4","3" 
"02","Anne Arundel County","004-012","05","33A","Board of Education","004","Sarah J. McDermott","NON","Y","32","67","87","15","19" 
"02","Anne Arundel County","004-012","05","33A","Board of Education","004","Stephanie Mutchler","NON","Y","13","31","44","9","8" 
"02","Anne Arundel County","004-012","05","33A","Board of Education","004","Juan Carlos Villao","NON","","9","25","12","3","2" 
"02","Anne Arundel County","004-013","05","21","Board of Education","004","Sarah J. McDermott","NON","Y","11","43","18","8","7" 
"02","Anne Arundel County","004-013","05","21","Board of Education","004","Stephanie Mutchler","NON","Y","0","17","8","5","4" 
"02","Anne Arundel County","004-013","05","21","Board of Education","004","Juan Carlos Villao","NON","","1","20","2","2","3" 
"02","Anne Arundel County","004-014","05","21","Board of Education","004","Sarah J. McDermott","NON","Y","17","68","34","10","12" 
"02","Anne Arundel County","004-014","05","21","Board of Education","004","Stephanie Mutchler","NON","Y","5","23","13","4","5" 
"02","Anne Arundel County","004-014","05","21","Board of Education","004","Juan Carlos Villao","NON","","2","30","5","1","1" 
"02","Anne Arundel County","004-015","05","33A","Board of Education","004","Sarah J. McDermott","NON","Y","36","100","69","18","15" 
"02","Anne Arundel County","004-015","05","33A","Board of Education","004","Stephanie Mutchler","NON","Y","11","28","40","6","4" 
"02","Anne Arundel County","004-015","05","33A","Board of Education","004","Juan Carlos Villao","NON","","9","29","20","6","2" 
"02","Anne Arundel County","004-016","05","33A","Board of Education","004","Sarah J. McDermott","NON","Y","26","76","88","8","21" 
"02","Anne Arundel County","004-016","05","33A","Board of Education","004","Stephanie Mutchler","NON","Y","13","58","45","6","14" 
